forecast_as_of_month,forecast_date,outlet_code,outlet_name,menu_item_code,menu_item_name,super_category_name,category_name,forecast_qty,forecast_net_sales,model_name,confidence_band
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0022,Orange Zest Mocha - Medium,Beverage,Signature Coffee,0.5263,153.15,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.383,122.6,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.6388,204.48,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.6142,196.61,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.5896,188.73,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.6142,196.61,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.6142,196.61,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,0.3988,127.66,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,0.7488,192.48,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,1.1648,299.41,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,1.12,287.9,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,1.1536,296.53,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,1.1648,299.41,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,1.1536,296.53,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,0.7128,183.23,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.622,177.99,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.9112,260.74,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.9675,276.85,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.9769,279.54,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.9018,258.05,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.9581,274.16,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,0.628,179.7,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.1658,52.27,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.263,82.91,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.2529,79.73,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.2428,76.54,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.258,81.33,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.2478,78.12,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,0.1642,51.76,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,0.773,198.7,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,1.1214,288.26,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,1.1561,297.18,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,1.1214,288.26,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,1.133,291.24,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,1.133,291.24,Synthetic 28-day seasonal baseline,High
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,0.7507,192.97,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,0.7894,225.89,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,1.1923,341.18,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,1.1684,334.34,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,1.2399,354.8,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,1.1923,341.18,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,1.1565,330.93,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,0.7588,217.13,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.628,197.98,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.9487,299.08,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.9018,284.29,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.9487,299.08,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.9206,290.22,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.93,293.18,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0029,French Vanilla Latte - Large,Beverage,Signature Coffee,0.6099,192.27,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,0.7804,215.74,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,1.2139,335.58,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,1.2519,346.09,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,1.2139,335.58,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,1.3025,360.08,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,1.3025,360.08,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,0.8454,233.71,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.478,143.73,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.7435,223.57,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.7284,219.03,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.7359,221.29,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.7359,221.29,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.7739,232.71,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,0.5073,152.55,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.5182,168.39,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.8559,278.12,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.8476,275.43,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.8476,275.43,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.831,270.03,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.8143,264.61,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,0.5502,178.79,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.2606,56.88,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.3815,83.26,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.3974,86.73,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.4093,89.33,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.3974,86.73,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.4133,90.2,Synthetic 28-day seasonal baseline,High
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,0.2555,55.76,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.3284,79.64,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.5058,122.66,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.521,126.34,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.521,126.34,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.4906,118.97,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.4906,118.97,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,0.3252,78.86,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.2504,66.79,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.4133,110.25,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.4133,110.25,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.3895,103.9,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.3815,101.77,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.3934,104.94,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,0.2504,66.79,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.4956,112.97,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.7789,177.55,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.7869,179.37,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.7869,179.37,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.8187,186.62,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.8266,188.42,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0036,Coffee Lemonade - Regular,Beverage,Cold Brew,0.5263,119.97,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.3623,91.37,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.5474,138.05,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.5365,135.31,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.5203,131.22,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.5419,136.67,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.5582,140.78,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,0.3414,86.1,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.3716,102.73,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.5549,153.4,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.5607,155.01,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.5665,156.61,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.5549,153.4,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.5607,155.01,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT001,ABNAH Cafe Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,0.3716,102.73,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT001,ABNAH Cafe Connaught Place,MENU0039,Vietnamese Shakerato - Regular,Beverage,Cold Brew,0.4369,108.07,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT001,ABNAH Cafe Connaught Place,MENU0039,Vietnamese Shakerato - Regular,Beverage,Cold Brew,0.6727,166.39,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT001,ABNAH Cafe Connaught Place,MENU0039,Vietnamese Shakerato - Regular,Beverage,Cold Brew,0.6865,169.81,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT001,ABNAH Cafe Connaught Place,MENU0039,Vietnamese Shakerato - Regular,Beverage,Cold Brew,0.6727,166.39,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT001,ABNAH Cafe Connaught Place,MENU0039,Vietnamese Shakerato - Regular,Beverage,Cold Brew,0.6659,164.71,Synthetic 28-day seasonal baseline,Medium
